bee,light_type,bearing,run,date
2016.09.06.14.19,ul,150,59,2016.09.06
2016.09.06.14.19,uh,80,60,2016.09.06
2016.09.06.14.19,uh,15,61,2016.09.06
2016.09.06.14.19,uh,60,62,2016.09.06
2016.09.06.14.19,uh,50,63,2016.09.06
2016.09.07.14.55,ul,140,1,2016.09.07
2016.09.07.14.55,ul,50,2,2016.09.07
2016.09.07.14.55,ul,45,3,2016.09.07
2016.09.07.14.55,ul,70,4,2016.09.07
2016.09.07.14.55,ul,125,5,2016.09.07
2016.09.07.14.55,ul,65,6,2016.09.07
2016.09.07.14.55,ul,60,7,2016.09.07
2016.09.07.14.55,ul,55,8,2016.09.07
2016.09.07.14.55,ul,70,9,2016.09.07
2016.09.07.14.55,ul,65,10,2016.09.07
2016.09.07.14.55,ul,340,11,2016.09.07
2016.09.07.14.55,ul,70,12,2016.09.07
2016.09.07.14.55,ul,120,13,2016.09.07
2016.09.07.14.55,ul,30,14,2016.09.07
2016.09.07.14.55,ul,85,15,2016.09.07
2016.09.07.14.55,ul,110,16,2016.09.07
2016.09.07.14.55,ul,155,17,2016.09.07
2016.09.07.14.55,ul,150,18,2016.09.07
2016.09.07.14.55,ul,155,19,2016.09.07
2016.09.07.14.55,ul,185,20,2016.09.07
2016.09.07.14.55,ul,160,21,2016.09.07
2016.09.07.14.55,ul,155,22,2016.09.07
2016.09.07.14.55,ul,110,23,2016.09.07
2016.09.07.14.55,uh,320,24,2016.09.07
2016.09.07.14.55,uh,340,25,2016.09.07
2016.09.07.14.55,uh,345,26,2016.09.07
2016.09.07.14.55,uh,280,27,2016.09.07
2016.09.07.14.55,uh,0,28,2016.09.07
2016.09.07.14.55,uh,290,29,2016.09.07
2016.09.07.14.55,uh,5,30,2016.09.07
2016.09.07.14.55,uh,295,31,2016.09.07
2016.09.07.14.55,uh,285,32,2016.09.07
2016.09.07.14.55,uh,335,33,2016.09.07
2016.09.07.14.55,uh,330,34,2016.09.07
2016.09.07.14.55,uh,350,35,2016.09.07
2016.09.07.14.55,gh,350,36,2016.09.07
2016.09.07.14.55,gh,320,37,2016.09.07
2016.09.07.14.55,gh,280,38,2016.09.07
2016.09.07.14.55,gh,345,39,2016.09.07
2016.09.07.14.55,gh,320,40,2016.09.07
2016.09.07.14.55,gh,320,41,2016.09.07
2016.09.07.14.55,gh,350,42,2016.09.07
2016.09.07.14.55,gh,10,43,2016.09.07
2016.09.07.14.55,gh,300,44,2016.09.07
2016.09.07.14.55,gh,345,45,2016.09.07
2016.09.07.14.55,gh,330,46,2016.09.07
2016.09.07.14.55,gh,310,47,2016.09.07
2016.09.07.16.12,ul,5,1,2016.09.07
2016.09.07.16.12,ul,15,2,2016.09.07
2016.09.07.16.12,ul,65,3,2016.09.07
2016.09.07.16.12,ul,70,4,2016.09.07
2016.09.07.16.12,ul,95,5,2016.09.07
2016.09.07.16.12,ul,105,6,2016.09.07
2016.09.07.16.12,ul,40,7,2016.09.07
2016.09.07.16.12,ul,90,8,2016.09.07
2016.09.07.16.12,ul,100,9,2016.09.07
2016.09.07.16.12,ul,50,10,2016.09.07
2016.09.07.16.12,ul,40,11,2016.09.07
2016.09.07.16.12,ul,15,12,2016.09.07
2016.09.07.16.12,ul,90,13,2016.09.07
2016.09.07.16.12,ul,300,14,2016.09.07
2016.09.07.16.12,ul,120,15,2016.09.07
2016.09.07.16.12,ul,65,16,2016.09.07
2016.09.07.16.12,ul,280,17,2016.09.07
2016.09.07.16.12,uh,330,18,2016.09.07
2016.09.07.16.12,uh,350,19,2016.09.07
2016.09.07.16.12,uh,350,20,2016.09.07
2016.09.07.16.12,uh,320,21,2016.09.07
2016.09.07.16.12,uh,320,22,2016.09.07
2016.09.07.16.12,uh,345,23,2016.09.07
2016.09.07.16.12,uh,335,24,2016.09.07
2016.09.07.16.12,uh,330,25,2016.09.07
2016.09.08.14.07,uh,295,1,2016.09.08
2016.09.08.14.07,uh,295,2,2016.09.08
2016.09.08.14.07,uh,240,3,2016.09.08
2016.09.08.14.07,uh,265,4,2016.09.08
2016.09.08.14.07,uh,250,5,2016.09.08
2016.09.08.14.07,uh,260,6,2016.09.08
2016.09.08.14.07,uh,320,7,2016.09.08
2016.09.08.14.07,uh,240,8,2016.09.08
2016.09.08.14.07,uh,280,9,2016.09.08
2016.09.08.14.07,uh,280,10,2016.09.08
2016.09.08.14.07,uh,220,11,2016.09.08
2016.09.08.14.07,uh,220,12,2016.09.08
2016.09.08.14.07,uh,300,13,2016.09.08
2016.09.08.14.07,uh,260,14,2016.09.08
2016.09.08.14.07,gl,290,15,2016.09.08
2016.09.08.14.07,gl,230,16,2016.09.08
2016.09.08.14.07,gl,240,17,2016.09.08
2016.09.08.14.07,gl,300,18,2016.09.08
2016.09.08.14.07,gl,230,19,2016.09.08
2016.09.08.14.07,gl,190,20,2016.09.08
2016.09.08.15.01,ul,110,1,2016.09.08
2016.09.08.15.01,ul,190,2,2016.09.08
2016.09.08.15.01,ul,100,3,2016.09.08
2016.09.08.15.01,ul,175,4,2016.09.08
2016.09.08.15.01,ul,220,5,2016.09.08
2016.09.08.15.01,ul,205,6,2016.09.08
2016.09.08.15.01,ul,160,7,2016.09.08
2016.09.08.15.01,ul,160,8,2016.09.08
2016.09.08.15.01,ul,50,9,2016.09.08
2016.09.08.15.01,ul,110,10,2016.09.08
2016.09.08.15.01,ul,150,11,2016.09.08
2016.09.08.15.01,ul,110,12,2016.09.08
2016.09.08.15.01,ul,165,13,2016.09.08
2016.09.08.15.01,ul,85,14,2016.09.08
2016.09.08.15.01,ul,50,15,2016.09.08
2016.09.08.15.01,ul,145,16,2016.09.08
2016.09.08.15.01,uh,330,17,2016.09.08
2016.09.08.15.01,uh,355,18,2016.09.08
2016.09.08.15.01,uh,325,19,2016.09.08
2016.09.08.15.01,uh,0,20,2016.09.08
2016.09.08.15.01,uh,20,21,2016.09.08
2016.09.08.15.01,uh,350,22,2016.09.08
2016.09.08.15.01,uh,20,23,2016.09.08
2016.09.08.15.01,uh,20,24,2016.09.08
2016.09.08.15.01,uh,20,25,2016.09.08
2016.09.08.15.01,uh,330,26,2016.09.08
2016.09.08.15.01,uh,355,27,2016.09.08
2016.09.08.15.01,uh,0,28,2016.09.08
2016.09.08.15.01,uh,5,29,2016.09.08
2016.09.08.15.01,uh,0,30,2016.09.08
2016.09.08.15.01,uh,30,31,2016.09.08
2016.09.08.15.01,uh,350,32,2016.09.08
2016.09.08.15.01,gl,110,33,2016.09.08
2016.09.08.15.01,gl,40,34,2016.09.08
2016.09.08.15.01,gl,340,35,2016.09.08
2016.09.08.15.01,gl,40,36,2016.09.08
2016.09.08.15.01,gl,355,37,2016.09.08
2016.09.08.15.01,gl,35,38,2016.09.08
2016.09.08.15.01,gl,40,39,2016.09.08
2016.09.08.15.01,gl,20,40,2016.09.08
2016.09.08.15.01,gl,60,41,2016.09.08
2016.09.08.15.01,gl,110,42,2016.09.08
2016.09.08.15.01,gl,70,43,2016.09.08
2016.09.08.15.01,gl,160,44,2016.09.08
2016.09.08.15.01,gl,110,45,2016.09.08
2016.09.08.15.01,gl,140,46,2016.09.08
2016.09.08.15.15,ul,50,1,2016.09.08
2016.09.08.15.15,ul,45,2,2016.09.08
2016.09.08.15.15,ul,130,3,2016.09.08
2016.09.08.15.15,ul,100,4,2016.09.08
2016.09.08.15.15,ul,30,5,2016.09.08
2016.09.08.15.15,ul,70,6,2016.09.08
2016.09.08.15.15,ul,30,7,2016.09.08
2016.09.08.15.15,ul,80,8,2016.09.08
2016.09.08.15.15,ul,70,9,2016.09.08
2016.09.08.15.15,ul,85,10,2016.09.08
2016.09.08.15.15,ul,90,11,2016.09.08
2016.09.08.15.15,ul,355,12,2016.09.08
2016.09.08.15.15,uh,350,13,2016.09.08
2016.09.08.15.15,uh,280,14,2016.09.08
2016.09.08.15.15,uh,320,15,2016.09.08
2016.09.08.15.15,uh,325,16,2016.09.08
2016.09.08.15.15,uh,330,17,2016.09.08
2016.09.08.15.15,uh,320,18,2016.09.08
2016.09.08.15.15,uh,310,19,2016.09.08
2016.09.08.15.15,uh,325,20,2016.09.08
2016.09.08.15.15,uh,330,21,2016.09.08
2016.09.08.15.15,uh,320,22,2016.09.08
2016.09.08.15.15,uh,335,23,2016.09.08
2016.09.08.15.15,uh,325,24,2016.09.08
2016.09.08.15.15,uh,345,25,2016.09.08
2016.09.08.15.15,uh,350,26,2016.09.08
2016.09.08.15.15,uh,310,27,2016.09.08
2016.09.08.15.56,uh,40,1,2016.09.08
2016.09.08.15.56,uh,350,2,2016.09.08
2016.09.08.15.56,uh,10,3,2016.09.08
2016.09.08.15.56,uh,10,4,2016.09.08
2016.09.08.15.56,uh,40,5,2016.09.08
2016.09.08.15.56,uh,25,6,2016.09.08
2016.09.08.15.56,uh,60,7,2016.09.08
2016.09.08.15.56,uh,10,8,2016.09.08
2016.09.08.15.56,uh,80,9,2016.09.08
2016.09.08.15.56,uh,75,10,2016.09.08
2016.09.08.15.56,uh,70,11,2016.09.08
2016.09.08.15.56,uh,70,12,2016.09.08
2016.09.08.15.56,uh,90,13,2016.09.08
2016.09.08.15.56,uh,100,14,2016.09.08
2016.09.08.15.56,uh,70,15,2016.09.08
2016.09.08.15.56,uh,30,16,2016.09.08
2016.09.08.15.56,uh,85,17,2016.09.08
2016.09.08.15.56,gl,45,18,2016.09.08
2016.09.08.15.56,gl,90,19,2016.09.08
2016.09.08.15.56,gl,60,20,2016.09.08
2016.09.08.15.56,gl,10,21,2016.09.08
2016.09.08.15.56,gl,120,22,2016.09.08
2016.09.08.15.56,gl,55,23,2016.09.08
2016.09.08.15.56,gl,10,24,2016.09.08
2016.09.08.15.56,gl,120,25,2016.09.08
2016.09.08.15.56,gl,330,26,2016.09.08
2016.09.08.15.56,gl,355,27,2016.09.08
2016.09.08.15.56,gl,70,28,2016.09.08
2016.09.08.15.56,gl,65,29,2016.09.08
2016.09.08.15.56,gl,160,30,2016.09.08
2016.09.08.16.58,ul,180,1,2016.09.08
2016.09.08.16.58,ul,95,2,2016.09.08
2016.09.08.16.58,ul,110,3,2016.09.08
2016.09.08.16.58,ul,230,4,2016.09.08
2016.09.08.16.58,ul,230,5,2016.09.08
2016.09.08.16.58,ul,240,6,2016.09.08
2016.09.08.16.58,ul,210,7,2016.09.08
2016.09.08.16.58,ul,280,8,2016.09.08
2016.09.08.16.58,ul,220,9,2016.09.08
2016.09.08.16.58,ul,150,10,2016.09.08
2016.09.08.16.58,ul,150,11,2016.09.08
2016.09.08.16.58,ul,130,12,2016.09.08
2016.09.08.16.58,ul,260,13,2016.09.08
2016.09.08.16.58,uh,70,14,2016.09.08
2016.09.08.16.58,uh,40,15,2016.09.08
2016.09.08.16.58,uh,75,16,2016.09.08
2016.09.08.16.58,uh,70,17,2016.09.08
2016.09.08.16.58,uh,90,18,2016.09.08
2016.09.08.16.58,uh,75,19,2016.09.08
2016.09.08.16.58,uh,60,20,2016.09.08
2016.09.08.16.58,uh,90,21,2016.09.08
2016.09.08.16.58,uh,60,22,2016.09.08
2016.09.08.16.58,uh,70,23,2016.09.08
2016.09.08.16.58,uh,40,24,2016.09.08
2016.09.08.18.00,ul,170,1,2016.09.08
2016.09.08.18.00,ul,205,2,2016.09.08
2016.09.08.18.00,ul,215,3,2016.09.08
2016.09.08.18.00,ul,170,4,2016.09.08
2016.09.08.18.00,ul,190,5,2016.09.08
2016.09.08.18.00,ul,190,6,2016.09.08
2016.09.08.18.00,ul,210,7,2016.09.08
2016.09.08.18.00,ul,170,8,2016.09.08
2016.09.08.18.00,ul,130,9,2016.09.08
2016.09.08.18.00,ul,140,10,2016.09.08
2016.09.08.18.00,ul,200,11,2016.09.08
2016.09.08.18.00,uh,70,12,2016.09.08
2016.09.08.18.00,uh,70,13,2016.09.08
2016.09.08.18.00,uh,80,14,2016.09.08
2016.09.08.18.00,uh,30,15,2016.09.08
2016.09.08.18.00,uh,70,16,2016.09.08
2016.09.08.18.00,uh,30,17,2016.09.08
2016.09.08.18.00,uh,35,18,2016.09.08
2016.09.08.18.00,uh,80,19,2016.09.08
2016.09.08.18.00,uh,90,20,2016.09.08
2016.09.08.18.00,uh,70,21,2016.09.08
2016.09.08.18.00,uh,20,22,2016.09.08
2016.09.08.18.00,gl,120,23,2016.09.08
2016.09.08.18.00,gl,145,24,2016.09.08
2016.09.08.18.00,gl,155,25,2016.09.08
2016.09.08.18.00,gl,150,26,2016.09.08
2016.09.08.18.21,ul,300,1,2016.09.08
2016.09.08.18.21,ul,285,2,2016.09.08
2016.09.08.18.21,ul,280,3,2016.09.08
2016.09.08.18.21,ul,270,4,2016.09.08
2016.09.08.18.21,ul,290,5,2016.09.08
2016.09.08.18.21,ul,245,6,2016.09.08
2016.09.08.18.21,ul,300,7,2016.09.08
2016.09.08.18.21,ul,290,8,2016.09.08
2016.09.08.18.21,ul,270,9,2016.09.08
2016.09.08.18.21,ul,220,10,2016.09.08
2016.09.08.18.21,ul,235,11,2016.09.08
2016.09.08.18.21,uh,355,12,2016.09.08
2016.09.08.18.21,uh,70,13,2016.09.08
2016.09.08.18.21,uh,20,14,2016.09.08
2016.09.08.18.21,uh,60,15,2016.09.08
2016.09.08.18.21,uh,350,16,2016.09.08
2016.09.08.18.21,uh,30,17,2016.09.08
2016.09.08.18.21,uh,10,18,2016.09.08
2016.09.08.18.21,uh,70,19,2016.09.08
2016.09.08.18.21,uh,30,20,2016.09.08
2016.09.08.18.21,uh,30,21,2016.09.08
2016.09.08.18.21,uh,50,22,2016.09.08
2016.09.08.18.21,uh,55,23,2016.09.08
2016.09.08.18.21,uh,50,24,2016.09.08
2016.09.08.18.21,uh,65,25,2016.09.08
2016.09.12.13.50,gl,80,1,2016.09.12
2016.09.12.13.50,gl,120,2,2016.09.12
2016.09.12.13.50,gl,355,3,2016.09.12
2016.09.12.13.50,gl,130,4,2016.09.12
2016.09.12.13.50,gl,45,5,2016.09.12
2016.09.12.13.50,gl,355,6,2016.09.12
2016.09.12.13.50,gl,35,7,2016.09.12
2016.09.12.13.50,gl,5,8,2016.09.12
2016.09.12.13.50,gl,10,9,2016.09.12
2016.09.12.13.50,gh,10,10,2016.09.12
2016.09.12.13.50,gh,355,11,2016.09.12
2016.09.12.13.50,gh,340,12,2016.09.12
2016.09.12.13.50,gh,350,13,2016.09.12
2016.09.12.13.50,gh,345,14,2016.09.12
2016.09.12.13.50,gh,330,15,2016.09.12
2016.09.12.13.50,gh,350,16,2016.09.12
2016.09.12.13.50,gh,330,17,2016.09.12
2016.09.12.13.50,gh,5,18,2016.09.12
2016.09.12.14.26,ul,230,1,2016.09.12
2016.09.12.14.26,ul,180,2,2016.09.12
2016.09.12.14.26,ul,50,3,2016.09.12
2016.09.12.14.26,ul,30,4,2016.09.12
2016.09.12.14.26,ul,100,5,2016.09.12
2016.09.12.14.26,ul,50,6,2016.09.12
2016.09.12.14.26,ul,70,7,2016.09.12
2016.09.12.14.26,ul,60,8,2016.09.12
2016.09.12.14.26,ul,75,9,2016.09.12
2016.09.12.14.26,ul,80,10,2016.09.12
2016.09.12.14.26,ul,110,11,2016.09.12
2016.09.12.14.26,uh,330,12,2016.09.12
2016.09.12.14.26,uh,280,13,2016.09.12
2016.09.12.14.26,uh,355,14,2016.09.12
2016.09.12.14.26,uh,280,15,2016.09.12
2016.09.12.14.26,uh,345,16,2016.09.12
2016.09.12.14.26,uh,350,17,2016.09.12
2016.09.12.14.26,uh,355,18,2016.09.12
2016.09.12.14.26,uh,340,19,2016.09.12
2016.09.12.14.26,uh,340,20,2016.09.12
2016.09.12.14.26,uh,330,21,2016.09.12
2016.09.12.14.26,uh,340,22,2016.09.12
2016.09.12.14.26,uh,5,23,2016.09.12
2016.09.12.14.26,gl,0,24,2016.09.12
2016.09.12.14.26,gl,355,25,2016.09.12
2016.09.12.14.26,gl,150,26,2016.09.12
2016.09.12.14.26,gl,115,27,2016.09.12
2016.09.12.14.26,gl,250,28,2016.09.12
2016.09.12.14.41,ul,300,1,2016.09.12
2016.09.12.14.41,ul,350,2,2016.09.12
2016.09.12.14.41,ul,305,3,2016.09.12
2016.09.12.14.41,ul,85,4,2016.09.12
2016.09.12.14.41,ul,195,5,2016.09.12
2016.09.12.14.41,ul,330,6,2016.09.12
2016.09.12.14.41,ul,250,7,2016.09.12
2016.09.12.14.41,ul,60,8,2016.09.12
2016.09.12.14.41,ul,140,9,2016.09.12
2016.09.12.14.41,ul,155,10,2016.09.12
2016.09.12.14.41,ul,240,11,2016.09.12
2016.09.12.14.41,ul,115,12,2016.09.12
